"UF","Sexo","Idade","Cor","Anos.de.Estudo","Renda","Altura"
"Minas Gerais",1,50,2,16,2000,1.81
"Minas Gerais",0,67,8,1,0,1.87
"Minas Gerais",0,48,2,8,1700,1.81
"Minas Gerais",0,46,4,6,0,1.74
"Minas Gerais",0,37,8,12,788,1.83
"Minas Gerais",1,45,4,4,788,1.64
"Minas Gerais",1,52,4,6,1500,1.82
"Minas Gerais",0,26,4,16,2397,1.76
"Minas Gerais",0,79,2,5,2000,1.56
"Minas Gerais",0,68,8,6,0,1.69
"Minas Gerais",0,28,8,7,824,1.76
"Minas Gerais",0,53,2,5,1450,1.68
"Minas Gerais",0,51,2,10,1600,1.63
"Minas Gerais",0,44,2,12,800,1.82
"Minas Gerais",0,34,8,12,800,1.66
"Minas Gerais",1,56,8,4,0,1.68
"Minas Gerais",0,33,8,12,800,1.62
"Minas Gerais",1,46,2,6,815,1.64
"Minas Gerais",0,76,8,8,1000,1.7
"Minas Gerais",0,58,2,12,1500,1.64
"Minas Gerais",1,65,8,4,0,1.98
"Minas Gerais",0,46,8,15,864,1.76
"Minas Gerais",0,40,8,5,900,1.74
"Minas Gerais",0,47,8,10,0,1.74
"Minas Gerais",1,53,8,3,200,1.73
"Minas Gerais",0,49,8,1,850,1.74
"Minas Gerais",0,35,4,12,1000,1.82
"Minas Gerais",1,51,2,4,0,1.88
"Minas Gerais",0,63,8,5,2500,1.64
"Minas Gerais",0,60,8,1,1000,1.59
"Minas Gerais",0,25,8,12,935,1.6
"Minas Gerais",0,48,8,1,840,1.71
"Minas Gerais",0,32,2,12,1100,1.71
"Minas Gerais",0,78,8,2,0,1.73
"Minas Gerais",0,38,2,4,788,1.74
"Minas Gerais",1,48,2,16,3000,1.75
"Minas Gerais",1,42,8,12,788,1.73
"Minas Gerais",0,43,8,16,3000,1.77
"Minas Gerais",0,58,8,8,250,1.73
"Minas Gerais",0,30,8,4,788,1.83
"Minas Gerais",1,70,2,5,500,1.58
"Minas Gerais",0,55,8,3,800,1.55
"Minas Gerais",1,42,8,12,788,1.8
"Minas Gerais",0,56,2,7,950,1.64
"Minas Gerais",0,55,8,1,0,1.82
"Minas Gerais",1,30,2,10,400,1.77
"Minas Gerais",1,47,8,5,0,1.76
"Minas Gerais",0,38,8,4,394,1.66
"Minas Gerais",0,71,4,1,0,1.71
"Minas Gerais",0,40,4,1,80,1.65
"Minas Gerais",0,44,8,5,160,1.73
"Minas Gerais",0,60,8,1,0,1.86
"Minas Gerais",0,64,8,1,0,1.79
"Minas Gerais",0,57,8,1,0,1.67
"Minas Gerais",0,70,8,1,0,1.65
"Minas Gerais",1,19,2,12,500,1.65
"Minas Gerais",1,31,8,16,1900,1.67
"Minas Gerais",0,31,8,9,788,1.67
"Minas Gerais",1,54,8,12,950,1.67
"Minas Gerais",0,40,8,3,500,1.83
"Minas Gerais",0,28,8,12,3000,1.61
"Minas Gerais",0,52,8,5,0,1.64
"Minas Gerais",1,66,8,1,0,1.65
"Minas Gerais",0,39,8,4,500,1.77
"Minas Gerais",0,42,8,5,1000,1.56
"Minas Gerais",0,73,8,1,0,1.63
"Minas Gerais",0,26,8,9,600,1.82
"Minas Gerais",1,61,2,14,830,1.65
"Minas Gerais",0,23,2,13,1000,1.77
"Minas Gerais",1,38,2,10,2700,1.71
"Minas Gerais",0,48,8,12,1100,1.68
"Minas Gerais",0,53,2,16,1500,1.7
"Minas Gerais",1,55,8,6,140,1.6
"Minas Gerais",0,48,2,5,2000,1.83
"Minas Gerais",1,45,8,5,935,1.74
"Minas Gerais",0,38,2,3,1600,1.67
"Minas Gerais",0,41,8,8,1500,1.75
"Minas Gerais",0,38,4,7,1300,1.62
"Minas Gerais",0,55,8,5,2800,1.65
"Minas Gerais",0,49,2,7,1800,1.66
"Minas Gerais",0,27,2,14,1800,1.48
"Minas Gerais",0,35,8,10,788,1.72
"Minas Gerais",0,44,2,12,1235,1.76
"Minas Gerais",0,50,8,4,788,1.69
"Minas Gerais",0,36,2,12,1600,1.68
"Minas Gerais",0,59,8,5,2000,1.63
"Minas Gerais",0,41,2,12,1800,1.7
"Minas Gerais",0,59,2,12,1240,1.58
"Minas Gerais",0,40,8,12,1500,1.71
"Minas Gerais",0,61,2,16,3500,1.68
"Minas Gerais",0,34,2,11,1200,1.79
"Minas Gerais",0,58,2,3,550,1.61
"Minas Gerais",0,50,8,6,1200,1.63
"Minas Gerais",0,55,2,5,750,1.81
"Minas Gerais",0,47,8,3,1000,1.69
"Minas Gerais",0,50,8,4,1100,1.76
"Minas Gerais",1,40,4,7,600,1.64
"Minas Gerais",0,33,8,12,1000,1.75
"Minas Gerais",0,20,2,11,850,1.81
"Minas Gerais",1,54,8,3,600,1.76
"Minas Gerais",0,44,8,7,1700,1.63
"Minas Gerais",0,65,4,6,1354,1.7
"Minas Gerais",0,53,2,5,800,1.76
"Minas Gerais",0,33,8,12,1800,1.69
"Minas Gerais",0,32,8,12,800,1.62
"Minas Gerais",0,53,8,1,788,1.62
"Minas Gerais",0,44,4,5,1500,1.57
"Minas Gerais",0,42,2,5,2000,1.58
"Minas Gerais",0,54,2,9,1500,1.65
"Minas Gerais",0,54,4,3,930,1.72
"Minas Gerais",0,36,2,12,2300,1.7
"Minas Gerais",0,42,2,5,850,1.82
"Minas Gerais",0,60,2,5,1000,1.76
"Minas Gerais",0,46,2,16,4000,1.7
"Minas Gerais",1,51,8,7,540,1.78
"Minas Gerais",1,48,2,16,3700,1.74
"Minas Gerais",0,54,8,5,788,1.76
"Minas Gerais",0,30,8,10,1500,1.65
"Minas Gerais",0,38,4,4,2000,1.73
"Minas Gerais",0,41,4,12,5500,1.68
"Minas Gerais",1,64,8,2,788,1.58
"Minas Gerais",1,58,8,5,400,1.74
"Minas Gerais",0,22,8,6,900,1.83
"Minas Gerais",0,34,4,5,980,1.64
"Minas Gerais",1,41,4,5,870,1.79
"Minas Gerais",1,52,4,5,900,1.68
"Minas Gerais",0,61,2,16,2740,1.57
"Minas Gerais",0,33,2,9,2000,1.69
"Minas Gerais",0,35,4,9,3000,1.77
"Minas Gerais",0,48,8,14,5000,1.7
"Minas Gerais",0,35,2,7,1800,1.67
"Minas Gerais",1,57,8,3,520,1.59
"Minas Gerais",0,24,8,9,1200,1.63
"Minas Gerais",1,42,8,7,1200,1.71
"Minas Gerais",0,24,8,8,800,1.74
"Minas Gerais",0,28,8,12,1706,1.74
"Minas Gerais",0,56,2,16,2000,1.76
"Minas Gerais",0,45,2,12,7880,1.72
"Minas Gerais",1,59,2,5,788,1.61
"Minas Gerais",1,36,2,16,1605,1.7
"Minas Gerais",1,56,4,12,1200,1.81
"Minas Gerais",0,53,4,5,100,1.67
"Minas Gerais",0,33,4,12,1700,1.73
"Minas Gerais",0,36,2,16,2100,1.69
"Minas Gerais",0,60,8,5,1250,1.67
"Minas Gerais",0,36,2,16,850,1.68
"Minas Gerais",0,33,2,13,3000,1.75
"Minas Gerais",0,69,2,5,1500,1.71
"Minas Gerais",0,45,8,7,2200,1.71
"Minas Gerais",0,44,2,12,3600,1.7
"Minas Gerais",0,58,8,1,800,1.7
"Minas Gerais",1,32,2,7,400,1.75
"Minas Gerais",0,48,8,4,500,1.72
"Minas Gerais",0,53,8,9,950,1.68
"Minas Gerais",0,53,2,3,2000,1.6
"Minas Gerais",0,61,2,16,3800,1.56
"Minas Gerais",0,30,2,9,2400,1.72
"Minas Gerais",0,85,2,3,3000,1.65
"Minas Gerais",0,42,2,5,1000,1.65
"Minas Gerais",0,62,2,3,927,1.72
"Minas Gerais",1,57,2,16,5500,1.68
"Minas Gerais",0,34,2,12,3000,1.63
"Minas Gerais",1,38,8,8,788,1.74
"Minas Gerais",1,73,4,1,0,1.79
"Minas Gerais",1,40,2,7,350,1.67
"Minas Gerais",1,46,8,5,600,1.76
"Minas Gerais",1,57,8,5,800,1.74
"Minas Gerais",0,60,2,1,788,1.66
"Minas Gerais",0,34,2,12,1000,1.64
"Minas Gerais",0,45,2,3,1500,1.66
"Minas Gerais",1,40,2,10,825,1.67
"Minas Gerais",0,36,4,8,1000,1.73
"Minas Gerais",0,57,2,12,3000,1.69
"Minas Gerais",0,56,8,8,1200,1.62
"Minas Gerais",0,53,2,7,900,1.82
"Minas Gerais",0,58,2,5,788,1.73
"Minas Gerais",0,42,2,6,1200,1.73
"Minas Gerais",0,27,2,4,1200,1.61
"Minas Gerais",0,69,2,1,2000,1.73
"Minas Gerais",0,43,4,6,4500,1.78
"Minas Gerais",0,49,8,8,2300,1.74
"Minas Gerais",1,55,2,2,1000,1.67
"Minas Gerais",0,56,2,5,1200,1.66
"Minas Gerais",1,51,2,4,600,1.84
"Minas Gerais",0,37,8,5,1200,1.78
"Minas Gerais",0,44,2,6,700,1.67
"Minas Gerais",0,49,2,5,0,1.58
"Minas Gerais",0,61,8,12,600,1.67
"Minas Gerais",0,54,2,12,1200,1.51
"Minas Gerais",0,68,2,3,1000,1.78
"Minas Gerais",0,36,2,5,1576,1.64
"Minas Gerais",0,49,2,4,1000,1.76
"Minas Gerais",0,65,4,4,1000,1.78
"Minas Gerais",0,55,8,5,1145,1.8
"Minas Gerais",1,47,2,5,788,1.57
"Minas Gerais",0,42,2,5,2350,1.67
"Minas Gerais",0,33,8,8,2000,1.74
"Minas Gerais",1,44,4,6,788,1.66
"Minas Gerais",0,36,2,4,1100,1.63
"Minas Gerais",1,44,8,5,980,1.7
"Minas Gerais",0,41,2,5,650,1.63
"Minas Gerais",1,34,2,12,1600,1.66
"Minas Gerais",0,19,8,9,788,1.71
"Minas Gerais",0,58,2,16,8000,1.86
"Minas Gerais",0,66,8,12,0,1.73
"Minas Gerais",0,56,8,7,850,1.62
"Minas Gerais",0,37,8,9,2500,1.68
"Minas Gerais",0,42,8,10,1600,1.75
"Minas Gerais",0,30,4,8,1300,1.65
"Minas Gerais",0,50,8,9,1300,1.83
"Minas Gerais",0,50,8,10,700,1.66
"Minas Gerais",0,43,8,12,4500,1.66
"Minas Gerais",1,51,8,5,1100,1.68
"Minas Gerais",0,45,2,5,1100,1.71
"Minas Gerais",0,40,2,7,1500,1.71
"Minas Gerais",0,34,2,11,900,1.77
"Minas Gerais",0,30,4,12,4000,1.73
"Minas Gerais",1,56,2,3,1000,1.82
"Minas Gerais",0,36,2,9,2000,1.62
"Minas Gerais",0,41,8,9,1900,1.7
"Minas Gerais",0,29,8,11,1800,1.74
"Minas Gerais",1,57,2,5,120,1.69
"Minas Gerais",1,47,4,16,1500,1.75
"Minas Gerais",1,42,2,12,788,1.71
"Minas Gerais",1,49,2,5,400,1.63
"Minas Gerais",0,37,2,12,1800,1.63
"Minas Gerais",1,60,8,12,250,1.63
"Minas Gerais",0,29,8,9,1255,1.65
"Minas Gerais",1,53,2,5,2100,1.75
"Minas Gerais",0,56,8,5,1549,1.75
"Minas Gerais",1,33,2,12,1200,1.74
"Minas Gerais",0,65,2,5,700,1.68
"Minas Gerais",1,54,8,5,788,1.71
"Minas Gerais",1,54,2,12,788,1.72
"Minas Gerais",0,40,8,12,2400,1.8
"Minas Gerais",0,47,2,11,3000,1.73
"Minas Gerais",0,52,4,9,2400,1.7
"Minas Gerais",0,20,4,8,1115,1.84
"Minas Gerais",1,54,2,9,1000,1.65
"Minas Gerais",0,46,2,12,1970,1.88
"Minas Gerais",0,40,2,12,7600,1.64
"Minas Gerais",0,71,2,5,3000,1.7
"Minas Gerais",1,32,2,12,788,1.74
"Minas Gerais",0,23,8,12,1200,1.69
"Minas Gerais",1,55,8,16,0,1.63
"Minas Gerais",1,40,2,9,1000,1.68
"Minas Gerais",0,56,8,12,1100,1.76
"Minas Gerais",0,30,2,12,3500,1.78
"Minas Gerais",0,29,2,9,1000,1.86
"Minas Gerais",0,31,2,12,1800,1.65
"Minas Gerais",0,36,8,5,2000,1.7
"Minas Gerais",0,38,8,12,3500,1.64
"Minas Gerais",0,52,2,5,600,1.66
"Minas Gerais",0,50,8,9,1000,1.7
"Minas Gerais",0,41,2,4,600,1.79
"Minas Gerais",0,34,8,6,948,1.65
"Minas Gerais",0,51,2,6,788,1.71
"Minas Gerais",0,43,2,1,788,1.73
"Minas Gerais",0,47,2,12,788,1.66
"Minas Gerais",0,57,4,10,900,1.79
"Minas Gerais",0,53,8,7,1200,1.66
"Minas Gerais",1,58,8,7,2000,1.72
"Minas Gerais",0,37,8,16,2500,1.7
"Minas Gerais",0,58,2,9,1100,1.76
"Minas Gerais",0,49,8,12,4500,1.7
"Minas Gerais",1,53,4,5,788,1.77
"Minas Gerais",0,48,2,5,800,1.77
"Minas Gerais",0,72,8,12,2000,1.59
"Minas Gerais",0,50,8,7,1100,1.69
"Minas Gerais",0,41,8,9,1100,1.71
"Minas Gerais",0,50,4,3,1200,1.69
"Minas Gerais",0,23,8,10,1200,1.6
"Minas Gerais",1,64,8,9,788,1.7
"Minas Gerais",1,43,4,6,0,1.68
"Minas Gerais",1,42,8,6,900,1.7
"Minas Gerais",0,49,8,5,900,1.6
"Minas Gerais",0,46,8,5,1200,1.67
"Minas Gerais",0,40,4,7,2000,1.7
"Minas Gerais",0,31,2,12,2000,1.56
"Minas Gerais",1,30,2,12,1000,1.69
"Minas Gerais",0,46,8,12,3500,1.92
"Minas Gerais",1,46,4,16,1100,1.78
"Minas Gerais",1,50,8,16,2000,1.67
"Minas Gerais",0,41,2,12,1200,1.7
"Minas Gerais",1,61,4,16,0,1.67
"Minas Gerais",0,77,2,5,1200,1.69
"Minas Gerais",0,41,4,8,900,1.63
"Minas Gerais",0,56,2,12,5000,1.71
"Minas Gerais",0,65,4,3,0,1.61
"Minas Gerais",0,31,4,12,1600,1.64
"Minas Gerais",0,46,8,4,1700,1.56
"Minas Gerais",1,45,8,5,160,1.95
"Minas Gerais",1,60,2,16,19663,1.6
"Minas Gerais",0,56,2,14,3500,1.57
"Minas Gerais",0,46,2,16,6800,1.69
"Minas Gerais",0,47,2,16,7000,1.69
"Minas Gerais",0,59,2,16,15000,1.69
"Minas Gerais",0,75,2,12,600,1.89
"Minas Gerais",0,23,2,13,1576,1.73
"Minas Gerais",1,71,2,12,0,1.63
"Minas Gerais",1,34,2,16,8300,1.75
"Minas Gerais",0,62,2,14,1000,1.59
"Minas Gerais",1,66,2,13,1500,1.58
"Minas Gerais",1,26,2,16,6000,1.69
"Minas Gerais",1,31,2,16,300,1.74
"Minas Gerais",1,50,2,16,3200,1.81
"Minas Gerais",0,82,2,12,900,1.64
"Minas Gerais",1,19,2,13,788,1.74
"Minas Gerais",0,58,2,16,3500,1.75
"Minas Gerais",0,69,2,16,6000,1.77
"Minas Gerais",0,52,2,16,6000,1.68
"Minas Gerais",1,44,8,16,4000,1.62
"Minas Gerais",0,57,2,16,14000,1.76
"Minas Gerais",0,37,8,16,17000,1.73
"Minas Gerais",1,48,2,16,2300,1.61
"Minas Gerais",0,39,2,16,8000,1.67
"Minas Gerais",0,54,2,16,5000,1.72
"Minas Gerais",0,35,2,16,10000,1.7
"Minas Gerais",0,55,2,16,5500,1.87
"Minas Gerais",0,40,2,16,8000,1.74
"Minas Gerais",1,29,8,16,11000,1.8
"Minas Gerais",0,46,2,16,3600,1.7
"Minas Gerais",0,67,2,9,4000,1.77
"Minas Gerais",0,53,2,16,13000,1.71
"Minas Gerais",1,67,2,16,1500,1.76
"Minas Gerais",1,26,8,14,2000,1.85
"Minas Gerais",1,45,8,16,12000,1.6
"Minas Gerais",0,40,2,16,10000,1.61
"Minas Gerais",1,53,2,16,8000,1.75
"Minas Gerais",1,49,2,12,5000,1.77
"Minas Gerais",1,68,2,12,2400,1.81
"Minas Gerais",0,40,2,12,4000,1.63
"Minas Gerais",0,26,2,16,7000,1.67
"Minas Gerais",0,41,2,16,1700,1.79
"Minas Gerais",0,65,8,16,15000,1.62
"Minas Gerais",0,42,4,17,1090,1.71
"Minas Gerais",1,47,8,6,788,1.44
"Minas Gerais",0,62,8,1,1000,1.75
"Minas Gerais",0,37,8,9,2200,1.73
"Minas Gerais",1,27,2,13,1400,1.68
"Minas Gerais",0,35,4,12,1576,1.68
"Minas Gerais",1,31,4,9,1570,1.83
"Minas Gerais",1,39,8,12,815,1.67
"Minas Gerais",0,29,8,16,1800,1.76
"Minas Gerais",0,37,4,9,2000,1.75
"Minas Gerais",0,26,4,9,850,1.65
"Minas Gerais",0,43,2,6,0,1.6
"Minas Gerais",0,48,2,16,5000,1.68
"Minas Gerais",1,46,2,16,10000,1.77
"Minas Gerais",0,32,2,13,4000,1.58
"Minas Gerais",1,41,2,16,4500,1.69
"Minas Gerais",1,33,8,16,6000,1.79
"Minas Gerais",1,50,2,12,1070,1.73
"Minas Gerais",1,29,8,16,2500,1.71
"Minas Gerais",0,36,8,16,9000,1.82
"Minas Gerais",0,29,8,12,800,1.74
"Minas Gerais",0,36,8,16,1876,1.78
"Minas Gerais",1,54,2,16,2000,1.74
"Minas Gerais",1,61,2,16,7000,1.77
"Minas Gerais",1,50,2,16,1100,1.76
"Minas Gerais",1,43,8,16,3500,1.68
"Minas Gerais",1,45,2,16,6000,1.64
"Minas Gerais",0,43,8,12,7500,1.53
"Minas Gerais",0,66,2,12,5000,1.6
"Minas Gerais",1,30,2,16,5000,1.81
"Minas Gerais",1,53,8,16,2500,1.53
"Minas Gerais",1,74,2,12,1800,1.66
"Minas Gerais",0,36,2,16,8000,1.76
"Minas Gerais",1,53,2,16,12000,1.56
"Minas Gerais",0,50,2,16,7600,1.73
"Minas Gerais",1,77,2,16,0,1.8
"Minas Gerais",0,56,8,7,788,1.73
"Minas Gerais",1,63,2,16,240,1.68
"Minas Gerais",0,29,8,16,5000,1.6
"Minas Gerais",0,40,8,16,6000,1.68
"Minas Gerais",1,60,2,14,20000,1.64
"Minas Gerais",1,67,2,16,788,1.62
"Minas Gerais",0,50,2,16,30000,1.7
"Minas Gerais",1,47,2,16,10000,1.65
"Minas Gerais",1,52,8,16,200,1.66
"Minas Gerais",0,60,2,16,2700,1.69
"Minas Gerais",0,48,8,16,28000,1.66
"Minas Gerais",0,52,2,16,30000,1.65
"Minas Gerais",0,52,2,13,7000,1.76
"Minas Gerais",1,50,8,13,14000,1.58
"Minas Gerais",0,70,2,16,10000,1.69
"Minas Gerais",1,31,2,16,1900,1.67
"Minas Gerais",1,46,2,16,23800,1.8
"Minas Gerais",0,30,2,16,6750,1.64
"Minas Gerais",0,27,8,16,7000,1.7
"Minas Gerais",0,22,8,16,788,1.65
"Minas Gerais",0,50,2,16,12000,1.67
"Minas Gerais",1,69,2,16,9400,1.71
"Minas Gerais",0,72,2,16,5000,1.84
"Minas Gerais",1,23,8,16,3000,1.87
"Minas Gerais",1,30,2,16,7000,1.73
"Minas Gerais",1,63,2,16,12000,1.69
"Minas Gerais",0,46,2,16,5000,1.78
"Minas Gerais",0,33,2,16,12000,1.86
"Minas Gerais",0,31,8,16,2700,1.76
"Minas Gerais",0,61,8,12,2000,1.81
"Minas Gerais",1,42,2,16,9000,1.66
"Minas Gerais",0,32,8,16,6000,1.75
"Minas Gerais",1,33,8,13,20000,1.74
"Minas Gerais",1,33,2,16,5000,1.76
"Minas Gerais",1,49,8,9,1031,1.8
"Minas Gerais",1,44,2,5,788,1.71
"Minas Gerais",1,34,2,12,850,1.75
"Minas Gerais",0,45,8,3,1500,1.89
"Minas Gerais",1,50,2,16,6000,1.68
"Minas Gerais",0,38,2,16,20000,1.81
"Minas Gerais",0,73,2,16,800,1.81
"Minas Gerais",0,34,2,16,12000,1.56
"Minas Gerais",1,80,2,16,1950,1.6
"Minas Gerais",0,44,2,16,7000,1.65
"Minas Gerais",1,35,2,16,4000,1.81
"Minas Gerais",0,48,2,16,15000,1.65
"Minas Gerais",0,49,2,16,7200,1.6
"Minas Gerais",1,29,2,16,2000,1.71
"Minas Gerais",0,44,2,16,20000,1.75
"Minas Gerais",0,28,2,16,8000,1.75
"Minas Gerais",0,66,2,16,0,1.68
"Minas Gerais",1,51,2,15,1350,1.66
"Minas Gerais",1,33,2,13,2300,1.75
"Minas Gerais",0,31,2,16,7063,1.7
"Minas Gerais",0,41,2,16,15000,1.65
"Minas Gerais",0,30,8,14,4000,1.59
"Minas Gerais",1,39,2,16,10300,1.76
"Minas Gerais",1,61,2,16,4000,1.52
"Minas Gerais",1,52,2,16,3000,1.57
"Minas Gerais",0,56,2,16,12000,1.76
"Minas Gerais",0,28,8,12,3000,1.68
"Minas Gerais",1,56,2,12,14800,1.69
"Minas Gerais",0,44,2,12,4890,1.53
"Minas Gerais",0,39,8,16,10000,1.64
"Minas Gerais",1,37,2,16,10581,1.7
"Minas Gerais",0,60,2,16,9000,1.59
"Minas Gerais",1,43,2,16,5000,1.69
"Minas Gerais",0,41,2,16,10000,1.72
"Minas Gerais",0,33,2,16,5300,1.81
"Minas Gerais",1,50,2,15,15000,1.67
"Minas Gerais",0,63,2,16,12000,1.77
"Minas Gerais",1,36,2,16,6000,1.65
"Minas Gerais",1,38,2,16,7500,1.84
"Minas Gerais",0,48,8,16,5000,1.58
"Minas Gerais",0,39,2,14,6000,1.52
"Minas Gerais",0,49,2,16,6100,1.79
"Minas Gerais",0,27,8,15,1000,1.6
"Minas Gerais",0,43,2,16,2000,1.73
"Minas Gerais",1,53,2,14,5000,1.57
"Minas Gerais",0,55,2,15,30000,1.7
"Minas Gerais",0,77,2,16,0,1.79
"Minas Gerais",0,73,2,16,30000,1.65
"Minas Gerais",0,62,8,3,10000,1.66
"Minas Gerais",0,58,2,16,2000,1.53
"Minas Gerais",0,68,2,16,3000,1.7
"Minas Gerais",0,75,8,16,1200,1.83
"Minas Gerais",0,54,2,16,25000,1.72
"Minas Gerais",1,54,2,13,3000,1.62
"Minas Gerais",0,46,8,16,100000,1.72
"Minas Gerais",0,49,2,12,9000,1.7
"Minas Gerais",1,49,2,16,3900,1.78
"Minas Gerais",0,64,8,12,4500,1.59
"Minas Gerais",0,37,2,16,3000,1.74
"Minas Gerais",1,29,8,12,1200,1.77
"Minas Gerais",0,59,8,12,3400,1.75
"Minas Gerais",1,57,4,12,1200,1.73
"Minas Gerais",1,53,8,9,876,1.73
"Minas Gerais",1,36,2,12,1100,1.72
"Minas Gerais",0,57,8,5,1300,1.78
"Minas Gerais",0,60,2,8,1500,1.79
"Minas Gerais",0,22,8,12,1087,1.72
"Minas Gerais",0,49,2,16,6000,1.64
"Minas Gerais",0,63,2,12,2300,1.73
"Minas Gerais",0,75,2,16,2500,1.74
"Minas Gerais",0,58,2,16,0,1.62
"Minas Gerais",0,30,2,16,8000,1.59
"Minas Gerais",0,48,2,16,14300,1.56
"Minas Gerais",1,40,2,10,788,1.54
"Minas Gerais",0,33,2,16,3940,1.88
"Minas Gerais",0,50,8,16,3800,1.76
"Minas Gerais",0,33,8,1,1500,1.67
"Minas Gerais",0,55,8,16,3000,1.7
"Minas Gerais",0,39,4,9,1500,1.59
"Minas Gerais",0,36,8,12,5000,1.74
"Minas Gerais",1,44,2,12,1300,1.72
"Minas Gerais",1,63,4,12,1700,1.71
"Minas Gerais",0,31,2,16,5000,1.75
"Minas Gerais",0,45,2,12,5000,1.57
"Minas Gerais",0,49,8,11,1200,1.7
"Minas Gerais",1,36,2,16,7000,1.92
"Minas Gerais",0,45,2,12,1200,1.66
"Minas Gerais",1,50,8,7,840,1.82
"Minas Gerais",1,46,2,16,3000,1.67
"Minas Gerais",1,47,4,16,7000,1.64
"Minas Gerais",0,50,2,12,4000,1.59
"Minas Gerais",1,50,8,13,788,1.72
"Minas Gerais",1,47,2,7,788,1.67
"Minas Gerais",1,50,8,7,200,1.7
"Minas Gerais",0,36,4,11,1450,1.63
"Minas Gerais",0,53,2,9,350,1.57
"Minas Gerais",0,44,2,16,9000,1.6
"Minas Gerais",0,46,2,16,10000,1.75
"Minas Gerais",1,50,2,16,30000,1.6
"Minas Gerais",0,54,2,12,2200,1.7
"Minas Gerais",0,28,8,16,7000,1.59
"Minas Gerais",0,57,2,16,0,1.84
"Minas Gerais",0,58,2,16,1200,1.64
"Minas Gerais",1,52,2,16,6000,1.73
"Minas Gerais",1,39,2,9,788,1.85
"Minas Gerais",1,47,8,5,400,1.66
"Minas Gerais",1,46,8,5,520,1.67
"Minas Gerais",1,57,8,8,1000,1.81
"Minas Gerais",1,54,8,12,5500,1.66
"Minas Gerais",1,60,2,12,500,1.79
"Minas Gerais",1,65,2,9,5000,1.82
"Minas Gerais",1,57,2,16,1140,1.67
"Minas Gerais",0,62,2,12,13500,1.8
"Minas Gerais",0,22,8,15,2300,1.79
"Minas Gerais",0,40,2,16,12000,1.67
"Minas Gerais",1,48,2,13,1600,1.85
"Minas Gerais",1,65,2,13,400,1.76
"Minas Gerais",1,30,2,16,3900,1.78
"Minas Gerais",0,43,2,16,6500,1.72
"Minas Gerais",0,31,2,16,1800,1.56
"Minas Gerais",0,24,4,12,980,1.67
"Minas Gerais",0,65,2,16,0,1.63
"Minas Gerais",0,38,8,16,6000,1.68
"Minas Gerais",0,36,8,16,788,1.74
"Minas Gerais",0,46,8,16,11000,1.7
"Minas Gerais",0,63,8,16,10000,1.62
"Minas Gerais",0,28,8,5,850,1.74
"Minas Gerais",1,37,8,5,980,1.64
"Minas Gerais",0,52,4,4,2000,1.8
"Minas Gerais",0,44,8,9,1000,1.76
"Minas Gerais",1,30,4,12,1000,1.61
"Minas Gerais",0,27,8,8,1090,1.61
"Minas Gerais",0,41,8,1,800,1.74
"Minas Gerais",0,36,8,16,2200,1.77
"Minas Gerais",0,49,2,12,10000,1.67
"Minas Gerais",0,59,2,16,8000,1.68
"Minas Gerais",1,48,2,16,15000,1.66
"Minas Gerais",0,61,2,16,1000,1.67
"Minas Gerais",1,40,8,9,10000,1.84
"Minas Gerais",0,32,2,13,2300,1.73
"Minas Gerais",0,29,8,16,3000,1.81
"Minas Gerais",0,68,8,12,10000,1.63
"Minas Gerais",1,43,4,13,1700,1.71
"Minas Gerais",0,60,8,12,1500,1.82
"Minas Gerais",0,39,8,12,1000,1.79
"Minas Gerais",1,49,8,12,900,1.7
"Minas Gerais",1,28,8,12,1000,1.61
"Minas Gerais",0,37,2,16,2500,1.72
"Minas Gerais",1,56,8,12,900,1.63
"Minas Gerais",1,57,2,13,788,1.8
"Minas Gerais",0,41,2,12,968,1.81
"Minas Gerais",1,45,8,4,800,1.75
"Minas Gerais",1,32,8,12,1600,1.87
"Minas Gerais",1,24,8,8,973,1.81
"Minas Gerais",0,22,2,7,900,1.74
"Minas Gerais",0,44,4,5,1200,1.75
"Minas Gerais",0,49,2,9,1200,1.85
"Minas Gerais",0,53,8,1,1000,1.61
"Minas Gerais",0,31,8,12,700,1.67
"Minas Gerais",0,57,8,12,1000,1.66
"Minas Gerais",0,31,4,9,1100,1.67
"Minas Gerais",1,52,4,5,788,1.5
"Minas Gerais",0,23,4,9,885,1.7
"Minas Gerais",0,28,2,7,2000,1.73
"Minas Gerais",1,21,8,12,788,1.68
"Minas Gerais",1,61,4,16,6000,1.7
"Minas Gerais",0,41,8,16,8000,1.76
"Minas Gerais",1,42,8,16,4000,1.69
"Minas Gerais",1,45,8,12,4000,1.74
"Minas Gerais",0,59,8,9,1000,1.75
"Minas Gerais",0,60,2,14,3800,1.64
"Minas Gerais",1,41,2,12,1700,1.65
"Minas Gerais",0,60,2,16,5000,1.7
"Minas Gerais",1,52,2,16,10000,1.73
"Minas Gerais",0,34,8,12,2900,1.83
"Minas Gerais",0,61,2,14,6000,1.73
"Minas Gerais",1,29,8,16,4000,1.7
"Minas Gerais",1,45,2,12,5000,1.62
"Minas Gerais",1,42,8,16,5000,1.74
"Minas Gerais",0,48,2,16,10000,1.7
"Minas Gerais",1,49,2,16,5000,1.63
"Minas Gerais",1,73,2,16,2000,1.81
"Minas Gerais",0,54,2,12,2000,1.74
"Minas Gerais",0,34,2,16,2500,1.77
